Station,Date,Time,Precip,type,Air max,min,obs,Wx,Wind dir,speed,Bulb wet,dry,Soil max,min,Evap,Solar,ETo,RH max,min
MERCED.A,19990329,2359,0,,65,31,,,NE,6,,,56,48,,463,0.14,100,36.4
MERCED.A,19990330,2359,0.01,,60,41,,,NE,7,,,57,51,,557,0.15,85.2,35.3
MERCED.A,19990331,1700,0,,61,39,,,NE,4,,,,,,500,0.11,96.6,44.3
MERCED.A,19990401,2359,0,,59,35,,,NE,7,,,55,48,,575,0.15,98,36.6
MERCED.A,19990402,2359,0,,65,29,,,NE,4,,,56,47,,586,0.15,100,27.1
MERCED.A,19990403,2359,0,,59,41,,,NE,10,,,53,49,,393,0.15,90,25
MERCED.A,19990404,2359,0,,63,32,,,NE,5,,,55,47,,591,0.15,95,34.7
MERCED.A,19990405,2359,0.43,,54,39,,,SE,4,,,51,49,,111,0.02,99.5,52.3
MERCED.A,19990406,2359,0,,58,33,,,NE,3,,,53,47,,445,0.1,100,52.8
MERCED.A,19990407,2359,0.22,,48,41,,,S,5,,,51,49,,71,0,97.5,92.8
MERCED.A,19990408,2359,0.27,,54,35,,,NE,6,,,51,49,,176,0.03,100,73.9
MERCED.A,19990409,2359,0,,57,33,,,NE,6,,,53,47,,584,0.14,95.3,39.9
MERCED.A,19990410,2359,0,,60,30,,,SE,3,,,53,46,,417,0.11,100,43.1
MERCED.A,19990411,2359,0.38,,52,42,,,SE,5,,,51,50,,84,0.01,98.6,68.1
MERCED.A,19990412,2359,0,,70,35,,,NE,3,,,55,48,,432,0.1,100,58.3
MERCED.A,19990413,2359,0,,71,39,,,NE,3,,,57,49,,571,0.16,100,58.8
MERCED.A,19990414,2359,0,,78,44,,,NE,3,,,60,51,,551,0.16,100,56.8
MERCED.A,19990415,1700,0,,85,53,,,W,2,,,,,,534,0.18,100,32.1
MERCED.A,19990416,2359,0,,89,50,,,NW,3,,,67,55,,542,0.19,99.3,26.3
MERCED.A,19990417,2359,0,,90,48,,,W,3,,,69,56,,564,0.19,99.5,24.1
MERCED.A,19990418,2359,0,,86,49,,,S,4,,,69,57,,554,0.2,100,35.2
MERCED.A,19990419,2359,0,,80,48,,,S,5,,,68,57,,511,0.2,97.9,27.5
MERCED.A,19990420,2359,0,,75,46,,,S,8,,,67,58,,492,0.2,92.6,42.2
MERCED.A,19990421,1700,0,,82,42,,,NW,9,,,,,,542,0.21,97.9,23
MERCED.A,19990422,2359,0,,78,46,,,NW,10,,,66,56,,611,0.26,95.8,15.2
MERCED.A,19990423,2359,0,,79,49,,,NW,7,,,67,56,,546,0.22,83.9,25
MERCED.A,19990424,2359,0,,81,41,,,SE,4,,,68,55,,601,0.2,99.2,30.3
MERCED.A,19990425,2359,0,,76,42,,,NW,4,,,68,56,,585,0.19,99.3,44.7
MERCED.A,19990426,2359,0,,75,46,,,NW,7,,,68,58,,445,0.17,97.2,35
